id,Player,PTS,FGM,FGA,F3GM,F3GA,FTM,FTA,Oreb,DR,TR,AST,TOV,BS,EFF,OE,TS,eFG,PPP
16,エリエット・ドンリー,2.94339622641509,1.20754716981132,2.79245283018868,0.39622641509434,1.0377358490566,0.132075471698113,0.226415094339623,0.566037735849057,1.22641509433962,1.79245283018868,0.754716981132076,0.433962264150943,0.245283018867925,2.81132075471698,1.0828729281768,50.8872651356994,0.503378378378378,0.884955752212389
17,エリック・ニッセン,2.75,1.25,2.25,0,0,0.25,1.5,1.5,2.25,3.75,0.75,1,0,3.75,1.4,47.2508591065292,0.555555555555556,0.703324808184143
18,カイル・コリンズワース,8.38461538461539,3.57692307692308,6.90384615384615,0.269230769230769,0.846153846153846,0.961538461538462,1.73076923076923,3.03846153846154,5.28846153846154,8.32692307692308,5.51923076923077,1.73076923076923,0.211538461538462,17.5384615384615,1.25086505190311,54.6914199698946,0.537604456824513,0.892345476872697
19,カイル・ハント,16.8775510204082,7.28571428571429,12.1020408163265,0,0,2.30612244897959,3.59183673469388,3.3265306122449,4.97959183673469,8.30612244897959,1.36734693877551,1.46938775510204,1.30612244897959,21.2244897959184,1.57117750439367,61.6759143249209,0.602023608768971,1.1138947254997
20,カイル・バローン,3.6,1.4,2.4,0.1,0.2,0.7,1,0.9,2,2.9,0.2,0.6,0.4,5.7,1.65217391304348,63.3802816901409,0.604166666666667,1.04651162790698
21,カディーム・コールビー,12.3428571428571,4.85714285714286,7.51428571428571,0,0.028571428571429,2.62857142857143,4.34285714285714,3.88571428571429,4.05714285714286,7.94285714285714,2.42857142857143,1.28571428571429,1.62857142857143,20.9428571428571,2.01167315175097,65.478355765733,0.64638783269962,1.15236875800256
22,キム・ティリ,5.82926829268293,2.07317073170732,5.21951219512195,1.14634146341463,3.4390243902439,0.536585365853659,0.658536585365854,1.36585365853659,3,4.36585365853659,1.48780487804878,0.658536585365854,0.170731707317073,7.41463414634146,1.21951219512195,52.9041969187179,0.507009345794392,0.945112306232205
23,キム・ティリー,3,1,1,1,1,0,0,0,3,3,0,1,0,5,1.5,150,1.5,1.5
24,キング開,3.14285714285714,1,2.42857142857143,0.857142857142857,1.71428571428571,0.285714285714286,0.714285714285714,0.428571428571429,0.285714285714286,0.714285714285714,0.857142857142857,0.428571428571429,0.142857142857143,3.14285714285714,1.21739130434783,57.2916666666667,0.588235294117647,0.990990990990991
25,ギャビン・エドワーズ,12.7924528301887,4.67924528301887,7.50943396226415,0.622641509433962,1.47169811320755,2.81132075471698,3.77358490566038,1.90566037735849,4.22641509433962,6.13207547169811,1.66037735849057,1.66037735849057,0.528301886792453,17.0943396226415,1.61945031712474,69.7530864197531,0.664572864321608,1.18118466898955
26,ギャレット・スタツ,11.4615384615385,4.55769230769231,8.11538461538462,0.153846153846154,0.423076923076923,2.19230769230769,2.69230769230769,1.78846153846154,5.46153846153846,7.25,1.59615384615385,1.61538461538462,0.519230769230769,15.4038461538462,1.36895161290323,61.6211745244003,0.571090047393365,1.05003523608175
27,グレゴリー・エチェニケ,17.0909090909091,6.38181818181818,10.2909090909091,0,0.036363636363636,4.32727272727273,5.83636363636364,3.30909090909091,6.45454545454545,9.76363636363636,2,2.05454545454545,0.781818181818182,25.2545454545455,1.72981878088962,66.4555172218766,0.620141342756184,1.14600604701063
28,ケドリック・ストックマン・ジュニア,2.12,0.88,2.42,0.2,0.86,0.16,0.28,0.32,0.46,0.78,1.24,1.08,0.08,1.22,0.760180995475113,41.6797735136836,0.40495867768595,0.585118127621992
